ID_Registro,ID_Condominio,Nome_Condominio,Data_Mes_Referencia,Receita_Bruta_Mensal,Receita_Liquida_Mensal,Total_Unidades,Unidades_Inadimplentes,Percentual_Inadimplencia,Total_Despesas_Mensal,Fluxo_de_Caixa_Mensal
976,f893ee42-29da-4c9b-a6ad-9aa0d412ea19,Condomínio Teixeira Residence,2001-08,61326.45,51786.78,135,21,15.56,9306.62,42480.16
977,ff2d33bd-23b2-42c1-8f81-6638923db54d,Condomínio Santos Residence,2001-08,55355.55,51859.41,95,6,6.32,4994.93,46864.48
978,c8f18f65-1f2d-4c85-87bd-24aafdf0c86b,Condomínio Campos Residence,2001-08,26583.829999999998,22494.01,91,14,15.38,4981.02,17512.99
979,253db626-4b43-46db-b943-95446cbccacf,Condomínio Rocha Residence,2001-08,128628.14,112730.28,178,22,12.36,16049.82,96680.46
980,1c62a233-ac32-4dcd-9453-71aee0e73760,Condomínio da Mota Residence,2001-08,90206.72,82454.58,128,11,8.59,5204.91,77249.67
981,c18fc7bc-7206-4696-b2ab-0eba9c4f8ad6,Condomínio Martins Residence,2001-08,72574.15000000001,61716.600000000006,127,19,14.96,4127.34,57589.26
982,7fd9e383-5585-4b72-a376-046c645fbc55,Condomínio Lima Residence,2001-08,38557.799999999996,36070.2,124,8,6.45,6465.57,29604.63
983,f0b62a3b-49ea-4fd6-882b-150134824b98,Condomínio Cardoso Residence,2001-08,60391.56,53827.26,138,15,10.87,4440.31,49386.95
984,be7155e3-a916-4734-b72a-e2d43acc9d8b,Condomínio da Mata Residence,2001-08,63223.159999999996,55580.8,182,22,12.09,7207.3,48373.5
985,14060d70-6024-4716-8a1b-84f78703bf43,Condomínio Silva Residence,2001-08,32498.4,25998.72,80,16,20.0,2887.12,23111.6
986,7a21daf7-fd38-471c-a514-336ebcd8d394,Condomínio Nunes Residence,2001-08,91182.0,85103.2,195,13,6.67,9542.26,75560.94
987,da70bd4a-50ac-486b-84b1-5e9b6e3f4c39,Condomínio Barbosa Residence,2001-08,32561.550000000003,26669.460000000003,105,19,18.1,5988.56,20680.9
988,1f6e9716-2bcd-4a8f-9daf-cf5122459ffe,Condomínio Barbosa Residence,2001-08,99966.58,84803.11,178,27,15.17,6303.74,78499.37
989,dc6aaba2-39be-4d03-9f73-fa22638d7209,Condomínio Barros Residence,2001-08,90771.93000000001,81747.82,171,17,9.94,5625.7,76122.12
990,226d6104-ab27-4745-a0b8-dac97ca6a4a0,Condomínio Rodrigues Residence,2001-08,47678.399999999994,38975.2,126,23,18.25,7897.03,31078.17
991,4619a4f7-9aa5-40c0-b8d6-ed7f8e8304be,Condomínio Macedo Residence,2001-08,64049.79,52073.0,123,23,18.7,5260.02,46812.98
992,bcfeec42-9b78-4bbc-a1d5-118cd92facf5,Condomínio Fonseca Residence,2001-08,78695.95999999999,69059.72,196,24,12.24,9261.83,59797.89
993,1a8ec54e-9b76-4768-9ee4-91184bb964d1,Condomínio Barros Residence,2001-08,24099.980000000003,19660.510000000002,38,7,18.42,1901.94,17758.57
994,2f122b81-3864-4350-a531-6d526f45f20e,Condomínio Silva Residence,2001-08,65945.48999999999,62043.39,169,10,5.92,6477.31,55566.08
995,86fc046d-8195-4a8b-9cd2-8d850f101f63,Condomínio da Mata Residence,2001-08,56050.32,50087.52,94,10,10.64,6848.68,43238.84
996,cf8ad419-6ac2-40d9-b9a2-aeb20efb1836,Condomínio da Luz Residence,2001-08,86594.58,77336.04,159,17,10.69,10748.88,66587.16
997,09484f1e-1fc9-488c-9051-5c02294f520a,Condomínio Lopes Residence,2001-08,49373.97,42720.740000000005,141,19,13.48,7816.1,34904.64
998,5b89677d-d555-419b-8d65-72b587eac14f,Condomínio Nogueira Residence,2001-08,40692.78,35668.98,81,10,12.35,3717.95,31951.03
999,d343d050-ee12-4179-8176-16bb5946afc3,Condomínio Oliveira Residence,2001-08,64359.399999999994,57923.46,140,14,10.0,6994.87,50928.59
1000,fe70fdf9-c1b4-4e50-b178-362214db3064,Condomínio Dias Residence,2001-08,13959.36,12214.44,48,6,12.5,2232.24,9982.2
1001,502ac7fb-6345-4dbb-9d66-1a38e090ad43,Condomínio Borges Residence,2001-09,59922.450000000004,50757.840000000004,85,13,15.29,4485.24,46272.6
1002,4b318b08-c374-4caf-b794-97f73f2d302d,Condomínio Machado Residence,2001-09,23883.719999999998,20471.76,84,12,14.29,2965.68,17506.08
1003,25a3f974-4936-4e14-b233-c91f488a52e7,Condomínio Moreira Residence,2001-09,76090.05,66397.05,157,20,12.74,10112.62,56284.43
1004,ca70cd5c-98e5-420b-817e-0d9154f63967,Condomínio Fonseca Residence,2001-09,43892.28,38694.509999999995,76,9,11.84,6258.9,32435.61
1005,7723aa4e-80bd-47f9-9f94-85a58682bcfa,Condomínio Gomes Residence,2001-09,64335.46,52042.06,157,30,19.11,7731.25,44310.81
1006,0567bae3-1cdc-430c-be11-50e095cb9432,Condomínio Siqueira Residence,2001-09,84990.09999999999,71914.7,169,26,15.38,9966.08,61948.62
1007,83428d4e-6dc2-4efc-b4d7-143589f87946,Condomínio Freitas Residence,2001-09,142811.46,123337.17,198,27,13.64,11095.73,112241.44
1008,8202ccf4-a9d7-4275-b005-8c1f59996c30,Condomínio Fogaça Residence,2001-09,49693.0,43232.91,100,13,13.0,5845.47,37387.44
1009,d3447539-8dbf-4bc5-8d9b-46012374ae1c,Condomínio Casa Grande Residence,2001-09,100866.98999999999,94691.45999999999,147,9,6.12,4777.39,89914.07
1010,a6351593-4a2a-4d70-9384-39029662dcc9,Condomínio da Rosa Residence,2001-09,28648.32,25317.12,43,5,11.63,3622.29,21694.83
1011,837a214a-f24e-46f2-856f-9331ff876072,Condomínio Ferreira Residence,2001-09,45965.15,38204.8,77,13,16.88,2778.93,35425.87
1012,6e726857-07dc-453a-a8fc-4ab9031612b1,Condomínio Aragão Residence,2001-09,91412.09999999999,76645.53,130,21,16.15,7893.09,68752.44
1013,7ae0abaf-2a80-449f-b116-d0f5462a1057,Condomínio Correia Residence,2001-09,97067.52,89989.68000000001,192,14,7.29,8411.73,81577.95
1014,3eef32ed-3c5b-4b2e-beef-5c36e7b4da8c,Condomínio Silva Residence,2001-09,57145.64,50748.74,134,15,11.19,7127.13,43621.61
1015,d7450181-3b8b-4d1d-9200-84a710e44b85,Condomínio Fogaça Residence,2001-09,35397.0,33242.4,115,7,6.09,3745.28,29497.12
1016,00addb44-8580-4116-a730-48ce88deb856,Condomínio Silveira Residence,2001-09,34025.12,31385.239999999998,116,9,7.76,6254.85,25130.39
1017,8c304bf1-67fc-4c63-b8ca-60329d25df09,Condomínio Rezende Residence,2001-09,67136.08,59838.68,184,20,10.87,6264.9,53573.78
1018,2417cdac-063f-4b98-8adc-d27fc5106bda,Condomínio Câmara Residence,2001-09,45033.439999999995,38339.28,74,11,14.86,5957.63,32381.65
1019,a8fbe1d0-e024-45bf-9dc0-ce58f01456f6,Condomínio Viana Residence,2001-09,37253.399999999994,32436.149999999998,116,15,12.93,4537.16,27898.99
1020,adcf053b-b285-4a2a-baf4-567e5e133405,Condomínio Dias Residence,2001-09,20209.5,17514.9,45,6,13.33,2311.77,15203.13
1021,878f982d-a145-47e6-a668-a11e623ba01b,Condomínio Novais Residence,2001-09,108140.34000000001,93393.93000000001,154,21,13.64,13400.99,79992.94
1022,7faa7675-30c2-41fc-b0a2-0cd36c8abffa,Condomínio Ribeiro Residence,2001-09,100991.67,88268.31,127,16,12.6,12456.38,75811.93
1023,e18129c5-8829-4b7b-a394-407ca6d24c88,Condomínio Machado Residence,2001-09,29654.5,24316.690000000002,50,9,18.0,3223.34,21093.35
1024,a2087ae3-59ff-4a62-83fd-0d8cdab8b131,Condomínio da Luz Residence,2001-09,106045.44,86714.24,192,35,18.23,6123.23,80591.01
1025,67e3b8d4-f6b5-49a7-a945-6ea8d865aa15,Condomínio Câmara Residence,2001-09,43156.52,37887.409999999996,172,21,12.21,9494.53,28392.88
1026,f893ee42-29da-4c9b-a6ad-9aa0d412ea19,Condomínio Teixeira Residence,2001-09,61326.45,50878.24,135,23,17.04,8650.14,42228.1
1027,ff2d33bd-23b2-42c1-8f81-6638923db54d,Condomínio Santos Residence,2001-09,55355.55,50111.340000000004,95,9,9.47,5348.17,44763.17
1028,c8f18f65-1f2d-4c85-87bd-24aafdf0c86b,Condomínio Campos Residence,2001-09,26583.829999999998,23954.66,91,9,9.89,3159.15,20795.51
1029,253db626-4b43-46db-b943-95446cbccacf,Condomínio Rocha Residence,2001-09,128628.14,118511.31999999999,178,14,7.87,11362.45,107148.87
1030,1c62a233-ac32-4dcd-9453-71aee0e73760,Condomínio da Mota Residence,2001-09,90206.72,85273.54000000001,128,7,5.47,12226.62,73046.92
1031,c18fc7bc-7206-4696-b2ab-0eba9c4f8ad6,Condomínio Martins Residence,2001-09,72574.15000000001,65145.3,127,13,10.24,8504.02,56641.28
1032,7fd9e383-5585-4b72-a376-046c645fbc55,Condomínio Lima Residence,2001-09,38557.799999999996,34204.5,124,14,11.29,6230.46,27974.04
1033,f0b62a3b-49ea-4fd6-882b-150134824b98,Condomínio Cardoso Residence,2001-09,60391.56,57328.22,138,7,5.07,6106.0,51222.22
1034,be7155e3-a916-4734-b72a-e2d43acc9d8b,Condomínio da Mata Residence,2001-09,63223.159999999996,50717.479999999996,182,36,19.78,8449.71,42267.77
1035,14060d70-6024-4716-8a1b-84f78703bf43,Condomínio Silva Residence,2001-09,32498.4,28436.100000000002,80,10,12.5,4991.22,23444.88
1036,7a21daf7-fd38-471c-a514-336ebcd8d394,Condomínio Nunes Residence,2001-09,91182.0,85570.8,195,12,6.15,7846.85,77723.95
1037,da70bd4a-50ac-486b-84b1-5e9b6e3f4c39,Condomínio Barbosa Residence,2001-09,32561.550000000003,30080.670000000002,105,8,7.62,5242.93,24837.74
1038,1f6e9716-2bcd-4a8f-9daf-cf5122459ffe,Condomínio Barbosa Residence,2001-09,99966.58,85364.72,178,26,14.61,9486.84,75877.88
1039,dc6aaba2-39be-4d03-9f73-fa22638d7209,Condomínio Barros Residence,2001-09,90771.93000000001,79624.5,171,21,12.28,6766.9,72857.6
1040,226d6104-ab27-4745-a0b8-dac97ca6a4a0,Condomínio Rodrigues Residence,2001-09,47678.399999999994,39353.6,126,22,17.46,8691.74,30661.86
1041,4619a4f7-9aa5-40c0-b8d6-ed7f8e8304be,Condomínio Macedo Residence,2001-09,64049.79,59363.22,123,9,7.32,5765.11,53598.11
1042,bcfeec42-9b78-4bbc-a1d5-118cd92facf5,Condomínio Fonseca Residence,2001-09,78695.95999999999,71468.78,196,18,9.18,6187.13,65281.65
1043,1a8ec54e-9b76-4768-9ee4-91184bb964d1,Condomínio Barros Residence,2001-09,24099.980000000003,22197.350000000002,38,3,7.89,3210.89,18986.46
1044,2f122b81-3864-4350-a531-6d526f45f20e,Condomínio Silva Residence,2001-09,65945.48999999999,55019.61,169,28,16.57,8771.16,46248.45
1045,86fc046d-8195-4a8b-9cd2-8d850f101f63,Condomínio da Mata Residence,2001-09,56050.32,49491.24,94,11,11.7,7153.71,42337.53
1046,cf8ad419-6ac2-40d9-b9a2-aeb20efb1836,Condomínio da Luz Residence,2001-09,86594.58,79514.52,159,13,8.18,10832.96,68681.56
1047,09484f1e-1fc9-488c-9051-5c02294f520a,Condomínio Lopes Residence,2001-09,49373.97,45171.93,141,12,8.51,6424.12,38747.81
1048,5b89677d-d555-419b-8d65-72b587eac14f,Condomínio Nogueira Residence,2001-09,40692.78,35166.6,81,11,13.58,5274.5,29892.1
1049,d343d050-ee12-4179-8176-16bb5946afc3,Condomínio Oliveira Residence,2001-09,64359.399999999994,58842.88,140,12,8.57,10230.93,48611.95
1050,fe70fdf9-c1b4-4e50-b178-362214db3064,Condomínio Dias Residence,2001-09,13959.36,11341.98,48,9,18.75,1620.13,9721.85
1051,502ac7fb-6345-4dbb-9d66-1a38e090ad43,Condomínio Borges Residence,2001-10,59922.450000000004,52872.75,85,10,11.76,8636.29,44236.46
1052,4b318b08-c374-4caf-b794-97f73f2d302d,Condomínio Machado Residence,2001-10,23883.719999999998,21324.75,84,9,10.71,4890.38,16434.37
1053,25a3f974-4936-4e14-b233-c91f488a52e7,Condomínio Moreira Residence,2001-10,76090.05,71243.55,157,10,6.37,11960.59,59282.96
1054,ca70cd5c-98e5-420b-817e-0d9154f63967,Condomínio Fonseca Residence,2001-10,43892.28,40427.1,76,6,7.89,5028.03,35399.07
1055,7723aa4e-80bd-47f9-9f94-85a58682bcfa,Condomínio Gomes Residence,2001-10,64335.46,56549.64,157,19,12.1,10354.45,46195.19
1056,0567bae3-1cdc-430c-be11-50e095cb9432,Condomínio Siqueira Residence,2001-10,84990.09999999999,69400.2,169,31,18.34,12667.08,56733.12
1057,83428d4e-6dc2-4efc-b4d7-143589f87946,Condomínio Freitas Residence,2001-10,142811.46,129828.59999999999,198,18,9.09,7403.67,122424.93
1058,8202ccf4-a9d7-4275-b005-8c1f59996c30,Condomínio Fogaça Residence,2001-10,49693.0,40251.33,100,19,19.0,4854.25,35397.08
1059,d3447539-8dbf-4bc5-8d9b-46012374ae1c,Condomínio Casa Grande Residence,2001-10,100866.98999999999,93319.12,147,11,7.48,12458.51,80860.61
1060,a6351593-4a2a-4d70-9384-39029662dcc9,Condomínio da Rosa Residence,2001-10,28648.32,24650.88,43,6,13.95,2421.31,22229.57
1061,837a214a-f24e-46f2-856f-9331ff876072,Condomínio Ferreira Residence,2001-10,45965.15,41189.55,77,8,10.39,3372.75,37816.8
1062,6e726857-07dc-453a-a8fc-4ab9031612b1,Condomínio Aragão Residence,2001-10,91412.09999999999,79458.20999999999,130,17,13.08,11537.75,67920.46
1063,7ae0abaf-2a80-449f-b116-d0f5462a1057,Condomínio Correia Residence,2001-10,97067.52,87461.88,192,19,9.9,11571.63,75890.25
1064,3eef32ed-3c5b-4b2e-beef-5c36e7b4da8c,Condomínio Silva Residence,2001-10,57145.64,54160.42,134,7,5.22,8667.94,45492.48
1065,d7450181-3b8b-4d1d-9200-84a710e44b85,Condomínio Fogaça Residence,2001-10,35397.0,30472.2,115,16,13.91,6394.48,24077.72
1066,00addb44-8580-4116-a730-48ce88deb856,Condomínio Silveira Residence,2001-10,34025.12,28158.72,116,20,17.24,3694.72,24464.0
1067,8c304bf1-67fc-4c63-b8ca-60329d25df09,Condomínio Rezende Residence,2001-10,67136.08,59473.81,184,21,11.41,7698.44,51775.37
1068,2417cdac-063f-4b98-8adc-d27fc5106bda,Condomínio Câmara Residence,2001-10,45033.439999999995,39556.399999999994,74,9,12.16,6556.36,33000.04
1069,a8fbe1d0-e024-45bf-9dc0-ce58f01456f6,Condomínio Viana Residence,2001-10,37253.399999999994,30188.1,116,22,18.97,6365.67,23822.43
1070,adcf053b-b285-4a2a-baf4-567e5e133405,Condomínio Dias Residence,2001-10,20209.5,17514.9,45,6,13.33,3053.46,14461.44
1071,878f982d-a145-47e6-a668-a11e623ba01b,Condomínio Novais Residence,2001-10,108140.34000000001,87776.25,154,29,18.83,10393.83,77382.42
1072,7faa7675-30c2-41fc-b0a2-0cd36c8abffa,Condomínio Ribeiro Residence,2001-10,100991.67,88268.31,127,16,12.6,6018.71,82249.6
1073,e18129c5-8829-4b7b-a394-407ca6d24c88,Condomínio Machado Residence,2001-10,29654.5,26095.960000000003,50,6,12.0,3884.57,22211.39
1074,a2087ae3-59ff-4a62-83fd-0d8cdab8b131,Condomínio da Luz Residence,2001-10,106045.44,98312.96,192,14,7.29,10107.73,88205.23
1075,67e3b8d4-f6b5-49a7-a945-6ea8d865aa15,Condomínio Câmara Residence,2001-10,43156.52,35378.31,172,31,18.02,6675.56,28702.75
1076,f893ee42-29da-4c9b-a6ad-9aa0d412ea19,Condomínio Teixeira Residence,2001-10,61326.45,49515.43,135,26,19.26,6767.46,42747.97
1077,ff2d33bd-23b2-42c1-8f81-6638923db54d,Condomínio Santos Residence,2001-10,55355.55,45449.82000000001,95,17,17.89,5705.34,39744.48
1078,c8f18f65-1f2d-4c85-87bd-24aafdf0c86b,Condomínio Campos Residence,2001-10,26583.829999999998,23370.4,91,11,12.09,5367.59,18002.81
1079,253db626-4b43-46db-b943-95446cbccacf,Condomínio Rocha Residence,2001-10,128628.14,104781.35,178,33,18.54,12484.78,92296.57
1080,1c62a233-ac32-4dcd-9453-71aee0e73760,Condomínio da Mota Residence,2001-10,90206.72,73292.96,128,24,18.75,9946.55,63346.41
1081,c18fc7bc-7206-4696-b2ab-0eba9c4f8ad6,Condomínio Martins Residence,2001-10,72574.15000000001,61145.15,127,20,15.75,4617.77,56527.38
1082,7fd9e383-5585-4b72-a376-046c645fbc55,Condomínio Lima Residence,2001-10,38557.799999999996,31405.949999999997,124,23,18.55,4782.99,26622.96
1083,f0b62a3b-49ea-4fd6-882b-150134824b98,Condomínio Cardoso Residence,2001-10,60391.56,55140.12,138,12,8.7,5643.83,49496.29
1084,be7155e3-a916-4734-b72a-e2d43acc9d8b,Condomínio da Mata Residence,2001-10,63223.159999999996,56275.56,182,20,10.99,11320.16,44955.4
1085,14060d70-6024-4716-8a1b-84f78703bf43,Condomínio Silva Residence,2001-10,32498.4,28842.33,80,9,11.25,4069.77,24772.56
1086,7a21daf7-fd38-471c-a514-336ebcd8d394,Condomínio Nunes Residence,2001-10,91182.0,72945.6,195,39,20.0,13936.34,59009.26
1087,da70bd4a-50ac-486b-84b1-5e9b6e3f4c39,Condomínio Barbosa Residence,2001-10,32561.550000000003,30080.670000000002,105,8,7.62,4280.67,25800.0
1088,1f6e9716-2bcd-4a8f-9daf-cf5122459ffe,Condomínio Barbosa Residence,2001-10,99966.58,81995.06,178,32,17.98,8346.04,73649.02
1089,dc6aaba2-39be-4d03-9f73-fa22638d7209,Condomínio Barros Residence,2001-10,90771.93000000001,73254.54000000001,171,33,19.3,7174.77,66079.77
1090,226d6104-ab27-4745-a0b8-dac97ca6a4a0,Condomínio Rodrigues Residence,2001-10,47678.399999999994,41624.0,126,16,12.7,4032.88,37591.12
1091,4619a4f7-9aa5-40c0-b8d6-ed7f8e8304be,Condomínio Macedo Residence,2001-10,64049.79,54155.92,123,19,15.45,6798.53,47357.39
1092,bcfeec42-9b78-4bbc-a1d5-118cd92facf5,Condomínio Fonseca Residence,2001-10,78695.95999999999,63438.58,196,38,19.39,8300.41,55138.17
1093,1a8ec54e-9b76-4768-9ee4-91184bb964d1,Condomínio Barros Residence,2001-10,24099.980000000003,20294.72,38,6,15.79,1298.58,18996.14
1094,2f122b81-3864-4350-a531-6d526f45f20e,Condomínio Silva Residence,2001-10,65945.48999999999,61653.18,169,11,6.51,6965.18,54688.0
1095,86fc046d-8195-4a8b-9cd2-8d850f101f63,Condomínio da Mata Residence,2001-10,56050.32,52472.64,94,6,6.38,6869.86,45602.78
1096,cf8ad419-6ac2-40d9-b9a2-aeb20efb1836,Condomínio da Luz Residence,2001-10,86594.58,77336.04,159,17,10.69,12922.95,64413.09
1097,09484f1e-1fc9-488c-9051-5c02294f520a,Condomínio Lopes Residence,2001-10,49373.97,40619.72,141,25,17.73,9319.7,31300.02
1098,5b89677d-d555-419b-8d65-72b587eac14f,Condomínio Nogueira Residence,2001-10,40692.78,37176.12,81,7,8.64,3760.86,33415.26
1099,d343d050-ee12-4179-8176-16bb5946afc3,Condomínio Oliveira Residence,2001-10,64359.399999999994,55165.2,140,20,14.29,9057.71,46107.49
1100,fe70fdf9-c1b4-4e50-b178-362214db3064,Condomínio Dias Residence,2001-10,13959.36,12796.08,48,4,8.33,2794.69,10001.39
1101,502ac7fb-6345-4dbb-9d66-1a38e090ad43,Condomínio Borges Residence,2001-11,59922.450000000004,54282.69,85,8,9.41,8363.22,45919.47
1102,4b318b08-c374-4caf-b794-97f73f2d302d,Condomínio Machado Residence,2001-11,23883.719999999998,21893.41,84,7,8.33,4626.14,17267.27
1103,25a3f974-4936-4e14-b233-c91f488a52e7,Condomínio Moreira Residence,2001-11,76090.05,63004.5,157,27,17.2,11780.13,51224.37
1104,ca70cd5c-98e5-420b-817e-0d9154f63967,Condomínio Fonseca Residence,2001-11,43892.28,36961.92,76,12,15.79,4535.64,32426.28
1105,7723aa4e-80bd-47f9-9f94-85a58682bcfa,Condomínio Gomes Residence,2001-11,64335.46,56959.42,157,18,11.46,6860.31,50099.11
1106,0567bae3-1cdc-430c-be11-50e095cb9432,Condomínio Siqueira Residence,2001-11,84990.09999999999,78452.4,169,13,7.69,11910.11,66542.29
1107,83428d4e-6dc2-4efc-b4d7-143589f87946,Condomínio Freitas Residence,2001-11,142811.46,132713.68,198,14,7.07,20204.28,112509.4
1108,8202ccf4-a9d7-4275-b005-8c1f59996c30,Condomínio Fogaça Residence,2001-11,49693.0,45220.63,100,9,9.0,6422.01,38798.62
1109,d3447539-8dbf-4bc5-8d9b-46012374ae1c,Condomínio Casa Grande Residence,2001-11,100866.98999999999,86457.42,147,21,14.29,11211.1,75246.32
1110,a6351593-4a2a-4d70-9384-39029662dcc9,Condomínio da Rosa Residence,2001-11,28648.32,25317.12,43,5,11.63,2801.31,22515.81
1111,837a214a-f24e-46f2-856f-9331ff876072,Condomínio Ferreira Residence,2001-11,45965.15,41786.5,77,7,9.09,5534.63,36251.87
1112,6e726857-07dc-453a-a8fc-4ab9031612b1,Condomínio Aragão Residence,2001-11,91412.09999999999,82974.06,130,12,9.23,5616.91,77357.15
1113,7ae0abaf-2a80-449f-b116-d0f5462a1057,Condomínio Correia Residence,2001-11,97067.52,91000.8,192,12,6.25,6672.73,84328.07
1114,3eef32ed-3c5b-4b2e-beef-5c36e7b4da8c,Condomínio Silva Residence,2001-11,57145.64,52028.119999999995,134,12,8.96,9362.56,42665.56
1115,d7450181-3b8b-4d1d-9200-84a710e44b85,Condomínio Fogaça Residence,2001-11,35397.0,33550.200000000004,115,6,5.22,3919.68,29630.52
1116,00addb44-8580-4116-a730-48ce88deb856,Condomínio Silveira Residence,2001-11,34025.12,29038.68,116,17,14.66,6376.43,22662.25
1117,8c304bf1-67fc-4c63-b8ca-60329d25df09,Condomínio Rezende Residence,2001-11,67136.08,56554.85,184,29,15.76,9132.46,47422.39
1118,2417cdac-063f-4b98-8adc-d27fc5106bda,Condomínio Câmara Residence,2001-11,45033.439999999995,37122.159999999996,74,13,17.57,6576.87,30545.29
1119,a8fbe1d0-e024-45bf-9dc0-ce58f01456f6,Condomínio Viana Residence,2001-11,37253.399999999994,31151.55,116,19,16.38,5537.1,25614.45
1120,adcf053b-b285-4a2a-baf4-567e5e133405,Condomínio Dias Residence,2001-11,20209.5,16616.7,45,8,17.78,1523.15,15093.55
1121,878f982d-a145-47e6-a668-a11e623ba01b,Condomínio Novais Residence,2001-11,108140.34000000001,91989.51000000001,154,23,14.94,13038.61,78950.9
1122,7faa7675-30c2-41fc-b0a2-0cd36c8abffa,Condomínio Ribeiro Residence,2001-11,100991.67,83497.05,127,22,17.32,14074.8,69422.25
1123,e18129c5-8829-4b7b-a394-407ca6d24c88,Condomínio Machado Residence,2001-11,29654.5,24316.690000000002,50,9,18.0,3498.58,20818.11
1124,a2087ae3-59ff-4a62-83fd-0d8cdab8b131,Condomínio da Luz Residence,2001-11,106045.44,94446.72000000002,192,21,10.94,14274.62,80172.1
1125,67e3b8d4-f6b5-49a7-a945-6ea8d865aa15,Condomínio Câmara Residence,2001-11,43156.52,38640.14,172,18,10.47,8982.34,29657.8
1126,f893ee42-29da-4c9b-a6ad-9aa0d412ea19,Condomínio Teixeira Residence,2001-11,61326.45,54512.399999999994,135,15,11.11,4510.39,50002.01
1127,ff2d33bd-23b2-42c1-8f81-6638923db54d,Condomínio Santos Residence,2001-11,55355.55,46615.200000000004,95,15,15.79,6621.8,39993.4
1128,c8f18f65-1f2d-4c85-87bd-24aafdf0c86b,Condomínio Campos Residence,2001-11,26583.829999999998,23370.4,91,11,12.09,2875.69,20494.71
1129,253db626-4b43-46db-b943-95446cbccacf,Condomínio Rocha Residence,2001-11,128628.14,107671.87,178,29,16.29,15879.64,91792.23
1130,1c62a233-ac32-4dcd-9453-71aee0e73760,Condomínio da Mota Residence,2001-11,90206.72,73997.7,128,23,17.97,6688.63,67309.07
1131,c18fc7bc-7206-4696-b2ab-0eba9c4f8ad6,Condomínio Martins Residence,2001-11,72574.15000000001,61716.600000000006,127,19,14.96,9116.77,52599.83
1132,7fd9e383-5585-4b72-a376-046c645fbc55,Condomínio Lima Residence,2001-11,38557.799999999996,31716.899999999998,124,22,17.74,4734.9,26982.0
1133,f0b62a3b-49ea-4fd6-882b-150134824b98,Condomínio Cardoso Residence,2001-11,60391.56,51201.54,138,21,15.22,6990.74,44210.8
1134,be7155e3-a916-4734-b72a-e2d43acc9d8b,Condomínio da Mata Residence,2001-11,63223.159999999996,60096.74,182,9,4.95,7988.28,52108.46
1135,14060d70-6024-4716-8a1b-84f78703bf43,Condomínio Silva Residence,2001-11,32498.4,29248.56,80,8,10.0,5072.35,24176.21
1136,7a21daf7-fd38-471c-a514-336ebcd8d394,Condomínio Nunes Residence,2001-11,91182.0,76218.8,195,32,16.41,8344.25,67874.55
1137,da70bd4a-50ac-486b-84b1-5e9b6e3f4c39,Condomínio Barbosa Residence,2001-11,32561.550000000003,26979.57,105,18,17.14,6072.85,20906.72
1138,1f6e9716-2bcd-4a8f-9daf-cf5122459ffe,Condomínio Barbosa Residence,2001-11,99966.58,88172.77,178,21,11.8,8318.32,79854.45
1139,dc6aaba2-39be-4d03-9f73-fa22638d7209,Condomínio Barros Residence,2001-11,90771.93000000001,73785.37000000001,171,32,18.71,8296.89,65488.48
1140,226d6104-ab27-4745-a0b8-dac97ca6a4a0,Condomínio Rodrigues Residence,2001-11,47678.399999999994,43516.0,126,11,8.73,5026.7,38489.3
1141,4619a4f7-9aa5-40c0-b8d6-ed7f8e8304be,Condomínio Macedo Residence,2001-11,64049.79,59883.950000000004,123,8,6.5,5000.33,54883.62
1142,bcfeec42-9b78-4bbc-a1d5-118cd92facf5,Condomínio Fonseca Residence,2001-11,78695.95999999999,71870.29,196,17,8.67,8860.77,63009.52
1143,1a8ec54e-9b76-4768-9ee4-91184bb964d1,Condomínio Barros Residence,2001-11,24099.980000000003,19660.510000000002,38,7,18.42,2760.42,16900.09
1144,2f122b81-3864-4350-a531-6d526f45f20e,Condomínio Silva Residence,2001-11,65945.48999999999,59311.92,169,17,10.06,5656.25,53655.67
1145,86fc046d-8195-4a8b-9cd2-8d850f101f63,Condomínio da Mata Residence,2001-11,56050.32,47106.119999999995,94,15,15.96,5773.85,41332.27
1146,cf8ad419-6ac2-40d9-b9a2-aeb20efb1836,Condomínio da Luz Residence,2001-11,86594.58,69711.36,159,31,19.5,5254.12,64457.24
1147,09484f1e-1fc9-488c-9051-5c02294f520a,Condomínio Lopes Residence,2001-11,49373.97,39919.380000000005,141,27,19.15,8510.3,31409.08
1148,5b89677d-d555-419b-8d65-72b587eac14f,Condomínio Nogueira Residence,2001-11,40692.78,37176.12,81,7,8.64,5778.25,31397.87
1149,d343d050-ee12-4179-8176-16bb5946afc3,Condomínio Oliveira Residence,2001-11,64359.399999999994,60681.719999999994,140,8,5.71,6142.07,54539.65
1150,fe70fdf9-c1b4-4e50-b178-362214db3064,Condomínio Dias Residence,2001-11,13959.36,12796.08,48,4,8.33,2550.0,10246.08
1151,502ac7fb-6345-4dbb-9d66-1a38e090ad43,Condomínio Borges Residence,2001-12,59922.450000000004,56397.600000000006,85,5,5.88,5779.56,50618.04
1152,4b318b08-c374-4caf-b794-97f73f2d302d,Condomínio Machado Residence,2001-12,23883.719999999998,19903.1,84,14,16.67,2833.93,17069.17
1153,25a3f974-4936-4e14-b233-c91f488a52e7,Condomínio Moreira Residence,2001-12,76090.05,61065.899999999994,157,31,19.75,7172.02,53893.88
